Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000700,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.7,42.7,46.5,,,"5,710","(32.3422170976, -90.2571613241)",UNHBEH,SLEEP,2836000,28049000700,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,47.7,46.2,49.1,,,"2,450","(32.3230862923, -90.2352663163)",UNHBEH,OBESITY,2836000,28049002200,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011500,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.7,2.6,2.8,,,"3,581","(32.2952059785, -90.2068443548)",HLTHOUT,CANCER,2836000,28049011500,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003400,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.9,40.1,43.6,,,"3,832","(32.2808856068, -90.2219754256)",HLTHOUT,BPHIGH,2836000,28049003400,High Blood Pressure
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,27.4,19,35.8,,,"6,041","(32.3607883236, -90.1824183353)",HLTHOUT,TEETHLOST,2836000,28049000500,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003700,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.6,6.8,8.5,,,"2,926","(32.2505825226, -90.2349934614)",HLTHOUT,COPD,2836000,28049003700,COPD
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000301,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,71.2,69.7,72.8,,,"2,637","(32.3665228128, -90.1634025553)",PREVENT,BPMED,2836000,28049000301,Taking BP Medication
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000900,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.7,41.9,45.4,,,"2,015","(32.3436482912, -90.2098240871)",UNHBEH,SLEEP,2836000,28049000900,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001400,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,82.9,82,83.8,,,"3,076","(32.3400347421, -90.1387066293)",PREVENT,BPMED,2836000,28049001400,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001300,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.8,13.8,18.1,,,"4,143","(32.3380096287, -90.1721630218)",PREVENT,ACCESS2,2836000,28049001300,Health Insurance
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010203,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,29.5,20.3,39.5,,,"2,892","(32.3777863053, -90.2193404986)",HLTHOUT,TEETHLOST,2836000,28049010203,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010102,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.5,23.9,29.5,,,"5,673","(32.3914073435, -90.1326233954)",UNHBEH,LPA,2836000,28049010102,Physical Inactivity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001000,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.1,20.7,25.8,,,"1,509","(32.3305746651, -90.2089575618)",HLTHOUT,PHLTH,2836000,28049001000,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28089030105,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.7,24.6,35.2,,,622,"(32.4055231258, -90.1578816308)",UNHBEH,OBESITY,2836000,28089030105,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011400,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,26.2,35,,,"1,272","(32.3113779365, -90.1880062695)",UNHBEH,CSMOKING,2836000,28049011400,Current Smoking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010102,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,76,74.9,77.1,,,"5,673","(32.3914073435, -90.1326233954)",PREVENT,BPMED,2836000,28049010102,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000600,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.2,4.8,5.7,,,"3,442","(32.3500168004, -90.2038372112)",HLTHOUT,KIDNEY,2836000,28049000600,Chronic Kidney Disease
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010500,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,60.3,55,65.5,,,77,"(32.3891051587, -90.2686162692)",PREVENT,DENTAL,2836000,28049010500,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003600,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.3,23.7,30.8,,,"3,952","(32.2631259622, -90.2457588861)",UNHBEH,CSMOKING,2836000,28049003600,Current Smoking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,20.2,12,28.9,,,77,"(32.3891051587, -90.2686162692)",HLTHOUT,TEETHLOST,2836000,28049010500,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011001,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,26.4,22.3,30.4,,,"5,718","(32.2820671233, -90.2675496365)",PREVENT,ACCESS2,2836000,28049011001,Health Insurance
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001900,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.2,8.7,9.7,,,"1,950","(32.3199223985, -90.1980304796)",UNHBEH,BINGE,2836000,28049001900,Binge Drinking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010500,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.6,38.8,42.2,,,77,"(32.3891051587, -90.2686162692)",HLTHOUT,BPHIGH,2836000,28049010500,High Blood Pressure
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010101,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,88.7,86.9,90.2,,,"6,121","(32.3885604745, -90.1001598448)",PREVENT,PAPTEST,2836000,28049010101,Pap Smear Test
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010902,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,78.9,75.6,81.6,,,"1,819","(32.3020333386, -90.2663131694)",PREVENT,MAMMOUSE,2836000,28049010902,Mammography
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010301,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80.2,75.9,83.8,,,"3,284","(32.3659087039, -90.261172434)",PREVENT,MAMMOUSE,2836000,28049010301,Mammography
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011400,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87.3,84.9,89.6,,,"1,272","(32.3113779365, -90.1880062695)",PREVENT,PAPTEST,2836000,28049011400,Pap Smear Test
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010201,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24,20.1,28.6,,,"3,250","(32.3857261753, -90.161721287)",PREVENT,ACCESS2,2836000,28049010201,Health Insurance
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,18.9,16.5,21.6,,,"2,104","(32.2795847495, -90.2022037077)",PREVENT,COREW,2836000,28049003000,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003200,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.5,4.3,4.8,,,"1,586","(32.2940043377, -90.2226483173)",HLTHOUT,KIDNEY,2836000,28049003200,Chronic Kidney Disease
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000500,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,49.2,44.5,54,,,"6,041","(32.3607883236, -90.1824183353)",PREVENT,DENTAL,2836000,28049000500,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000500,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.2,15.3,19.3,,,"6,041","(32.3607883236, -90.1824183353)",HLTHOUT,PHLTH,2836000,28049000500,Physical Health
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010801,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,16.2,12.9,20.4,,,"1,604","(32.3096172571, -90.2991097228)",PREVENT,COREW,2836000,28049010801,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001100,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7,6.6,7.5,,,"1,827","(32.3294454095, -90.1955300324)",HLTHOUT,KIDNEY,2836000,28049001100,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000302,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.8,4.5,,,"4,050","(32.3700798374, -90.1547605542)",HLTHOUT,CHD,2836000,28049000302,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001400,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.4,18.2,22.9,,,"3,076","(32.3400347421, -90.1387066293)",UNHBEH,LPA,2836000,28049001400,Physical Inactivity
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001600,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,27.1,23.1,31.1,,,"3,886","(32.3149024406, -90.1794376322)",PREVENT,COREM,2836000,28049001600,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000800,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,75.3,74.3,76.3,,,"4,483","(32.3401797646, -90.2268185213)",PREVENT,CHECKUP,2836000,28049000800,Annual Checkup
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002500,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80,77.1,82.7,,,"2,388","(32.308201226, -90.2084021164)",PREVENT,MAMMOUSE,2836000,28049002500,Mammography
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000800,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30,26.8,33.2,,,"4,483","(32.3401797646, -90.2268185213)",UNHBEH,CSMOKING,2836000,28049000800,Current Smoking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011103,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40.1,34.9,45.7,,,"1,171","(32.2289509142, -90.2151651714)",PREVENT,COREM,2836000,28049011103,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003000,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.2,11.6,12.9,,,"2,104","(32.2795847495, -90.2022037077)",HLTHOUT,CASTHMA,2836000,28049003000,Current Asthma
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001000,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.5,7.9,9,,,"1,509","(32.3305746651, -90.2089575618)",UNHBEH,BINGE,2836000,28049001000,Binge Drinking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001100,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.7,17.1,20.3,,,"1,827","(32.3294454095, -90.1955300324)",HLTHOUT,MHLTH,2836000,28049001100,Mental Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002500,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74.4,73.5,75.3,,,"2,388","(32.308201226, -90.2084021164)",PREVENT,CHECKUP,2836000,28049002500,Annual Checkup
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002400,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,47.3,42.1,52.8,,,"4,565","(32.3034428694, -90.2303837936)",PREVENT,DENTAL,2836000,28049002400,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.9,24.6,27.2,,,"4,584","(32.3760966125, -90.1333490224)",UNHBEH,OBESITY,2836000,28049000100,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003600,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.1,21,23.2,,,"3,952","(32.2631259622, -90.2457588861)",HLTHOUT,ARTHRITIS,2836000,28049003600,Arthritis
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28089030105,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,57.2,40.9,71.6,,,622,"(32.4055231258, -90.1578816308)",PREVENT,DENTAL,2836000,28089030105,Dental Visit
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000700,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.6,41.3,51.7,,,"5,710","(32.3422170976, -90.2571613241)",PREVENT,DENTAL,2836000,28049000700,Dental Visit
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000800,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87,84.9,89,,,"4,483","(32.3401797646, -90.2268185213)",PREVENT,PAPTEST,2836000,28049000800,Pap Smear Test
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010808,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.3,2.9,3.8,,,"4,494","(32.2679492554, -90.297683472)",HLTHOUT,STROKE,2836000,28049010808,Stroke
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010801,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.2,71.1,73.5,,,"1,604","(32.3096172571, -90.2991097228)",PREVENT,CHECKUP,2836000,28049010801,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000400,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.1,30,34.1,,,"3,373","(32.3541845971, -90.1641486204)",UNHBEH,LPA,2836000,28049000400,Physical Inactivity
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010201,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,55.2,50.7,59.4,,,"3,250","(32.3857261753, -90.161721287)",PREVENT,COLON_SCREEN,2836000,28049010201,Colorectal Cancer Screening
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011400,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,47.3,42.4,52.7,,,"1,272","(32.3113779365, -90.1880062695)",PREVENT,COLON_SCREEN,2836000,28049011400,Colorectal Cancer Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011101,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.4,28.5,34.4,,,"2,827","(32.2470923241, -90.2706288247)",UNHBEH,LPA,2836000,28049011101,Physical Inactivity
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000700,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,21.7,17.4,26.3,,,"5,710","(32.3422170976, -90.2571613241)",PREVENT,COREW,2836000,28049000700,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000100,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.3,9.1,11.7,,,"4,584","(32.3760966125, -90.1333490224)",HLTHOUT,PHLTH,2836000,28049000100,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011103,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,30.3,29.5,31,,,"1,171","(32.2289509142, -90.2151651714)",HLTHOUT,HIGHCHOL,2836000,28049011103,High Cholesterol
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003700,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,30.5,25,36.3,,,"2,926","(32.2505825226, -90.2349934614)",PREVENT,COREM,2836000,28049003700,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003200,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.6,7,8.1,,,"1,586","(32.2940043377, -90.2226483173)",HLTHOUT,CHD,2836000,28049003200,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,29.1,23.6,34.5,,,"3,832","(32.2808856068, -90.2219754256)",PREVENT,ACCESS2,2836000,28049003400,Health Insurance
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001900,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,5.7,6.3,,,"1,950","(32.3199223985, -90.1980304796)",HLTHOUT,CANCER,2836000,28049001900,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001600,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.2,5.5,6.8,,,"3,886","(32.3149024406, -90.1794376322)",HLTHOUT,COPD,2836000,28049001600,COPD
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011500,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.5,11.6,13.9,,,"3,581","(32.2952059785, -90.2068443548)",HLTHOUT,CASTHMA,2836000,28049011500,Current Asthma
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000200,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4,3.4,4.7,,,"5,395","(32.3604779334, -90.1295873326)",HLTHOUT,COPD,2836000,28049000200,COPD
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001600,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,52.2,47.7,56.2,,,"3,886","(32.3149024406, -90.1794376322)",PREVENT,DENTAL,2836000,28049001600,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001100,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,48.9,45.8,51.7,,,"1,827","(32.3294454095, -90.1955300324)",UNHBEH,LPA,2836000,28049001100,Physical Inactivity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003300,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.6,5.1,6,,,"6,508","(32.2812612493, -90.2392578521)",HLTHOUT,CHD,2836000,28049003300,Coronary Heart Disease
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000301,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,21.3,17,26,,,"2,637","(32.3665228128, -90.1634025553)",PREVENT,COREW,2836000,28049000301,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010901,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,73.3,72.3,74.3,,,"2,764","(32.3245803396, -90.2730968105)",PREVENT,CHECKUP,2836000,28049010901,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010202,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,4.6,7.4,,,"6,137","(32.3844840557, -90.1837056957)",HLTHOUT,COPD,2836000,28049010202,COPD
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,7.1,4.4,11.6,,,"3,076","(32.3400347421, -90.1387066293)",HLTHOUT,TEETHLOST,2836000,28049001400,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000100,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,35.4,34.6,36.3,,,"4,584","(32.3760966125, -90.1333490224)",HLTHOUT,HIGHCHOL,2836000,28049000100,High Cholesterol
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003600,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.8,41.9,45.2,,,"3,952","(32.2631259622, -90.2457588861)",UNHBEH,SLEEP,2836000,28049003600,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002500,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,36.1,35.1,37,,,"2,388","(32.308201226, -90.2084021164)",HLTHOUT,HIGHCHOL,2836000,28049002500,High Cholesterol
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.9,9.1,10.7,,,"1,819","(32.3020333386, -90.2663131694)",HLTHOUT,CHD,2836000,28049010902,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010500,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.3,3.1,3.6,,,77,"(32.3891051587, -90.2686162692)",HLTHOUT,KIDNEY,2836000,28049010500,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003000,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,47.1,46.3,48,,,"2,104","(32.2795847495, -90.2022037077)",HLTHOUT,BPHIGH,2836000,28049003000,High Blood Pressure
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011400,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,5.1,5.6,,,"1,272","(32.3113779365, -90.1880062695)",HLTHOUT,CANCER,2836000,28049011400,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010203,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.4,15.1,19.7,,,"2,892","(32.3777863053, -90.2193404986)",HLTHOUT,PHLTH,2836000,28049010203,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003800,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,4.4,4.7,,,"3,019","(32.245231086, -90.2219378426)",HLTHOUT,CANCER,2836000,28049003800,Cancer (except skin)
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,20.1,14.5,27.3,,,"3,373","(32.3541845971, -90.1641486204)",HLTHOUT,TEETHLOST,2836000,28049000400,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010808,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,77.8,76.6,79.1,,,"4,494","(32.2679492554, -90.297683472)",PREVENT,BPMED,2836000,28049010808,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010902,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.4,26,32.6,,,"1,819","(32.3020333386, -90.2663131694)",UNHBEH,CSMOKING,2836000,28049010902,Current Smoking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010809,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,86.6,85,88,,,"2,093","(32.2562304412, -90.3139868721)",PREVENT,CHOLSCREEN,2836000,28049010809,Cholesterol Screening
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002300,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.3,30.9,41.5,,,"2,518","(32.3146727051, -90.2454096274)",PREVENT,DENTAL,2836000,28049002300,Dental Visit
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002100,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,17.8,13.5,22.5,,,"3,257","(32.3151937739, -90.2240153221)",PREVENT,COREW,2836000,28049002100,Core preventive services for older women
