Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Population2010,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010203,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,49.1,,,47.2,50.8,"2,892","(32.3777863053, -90.2193404986)",HLTHOUT,BPHIGH,2836000,28049010203,High Blood Pressure
2014,MS,Mississippi,Jackson,City,BRFSS,Prevention,2836000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.3,,,32.4,34.3,"173,514","(32.31627222, -90.2124528561)",PREVENT,COREM,2836000,,Core preventive services for older men
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010202,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,86.4,,,83.2,89,"6,137","(32.3844840557, -90.1837056957)",PREVENT,PAPTEST,2836000,28049010202,Pap Smear Test
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011101,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,73.5,,,70.5,76.1,"2,827","(32.2470923241, -90.2706288247)",PREVENT,CHOLSCREEN,2836000,28049011101,Cholesterol Screening
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002100,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,20.8,,,16.4,25.9,"3,257","(32.3151937739, -90.2240153221)",PREVENT,COREW,2836000,28049002100,Core preventive services for older women
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003500,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,69.6,,,64.5,74,"3,931","(32.2626920049, -90.2228454457)",PREVENT,MAMMOUSE,2836000,28049003500,Mammography
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010801,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.2,,,28.8,31.6,"1,604","(32.3096172571, -90.2991097228)",HLTHOUT,ARTHRITIS,2836000,28049010801,Arthritis
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.4,,,38.1,40.7,"5,673","(32.3914073435, -90.1326233954)",HLTHOUT,BPHIGH,2836000,28049010102,High Blood Pressure
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.7,,,42.6,46.4,"6,508","(32.2812612493, -90.2392578521)",UNHBEH,OBESITY,2836000,28049003300,Obesity
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000200,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.6,,,30,33.3,"5,395","(32.3604779334, -90.1295873326)",UNHBEH,SLEEP,2836000,28049000200,Sleep <7 hours
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011400,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.7,,,76.4,79,"1,272","(32.3113779365, -90.1880062695)",PREVENT,CHECKUP,2836000,28049011400,Annual Checkup
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002000,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.7,,,43.7,49.4,"1,047","(32.3197192007, -90.2062608176)",UNHBEH,LPA,2836000,28049002000,Physical Inactivity
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001200,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.5,,,4.1,5.1,"1,823","(32.341655318, -90.1880337023)",HLTHOUT,KIDNEY,2836000,28049001200,Chronic Kidney Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001300,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,66.1,,,63.1,68.7,"4,143","(32.3380096287, -90.1721630218)",PREVENT,DENTAL,2836000,28049001300,Dental Visit
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010201,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,79.9,,,78.8,80.9,"3,250","(32.3857261753, -90.161721287)",PREVENT,BPMED,2836000,28049010201,Taking BP Medication
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010101,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,,,8.2,9.6,"6,121","(32.3885604745, -90.1001598448)",HLTHOUT,DIABETES,2836000,28049010101,Diabetes
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011103,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.1,,,33.7,36.5,"1,171","(32.2289509142, -90.2151651714)",HLTHOUT,BPHIGH,2836000,28049011103,High Blood Pressure
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011002,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,,4.4,5,"4,390","(32.2610272446, -90.265130469)",HLTHOUT,CHD,2836000,28049011002,Coronary Heart Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000700,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.6,,,5.6,7.8,"5,710","(32.3422170976, -90.2571613241)",HLTHOUT,COPD,2836000,28049000700,COPD
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003800,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.7,,,27.3,34.4,"3,019","(32.245231086, -90.2219378426)",UNHBEH,CSMOKING,2836000,28049003800,Current Smoking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010809,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,,4.3,4.8,"2,093","(32.2562304412, -90.3139868721)",HLTHOUT,CANCER,2836000,28049010809,Cancer (except skin)
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001100,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,50.1,,,48.8,51.3,"1,827","(32.3294454095, -90.1955300324)",UNHBEH,OBESITY,2836000,28049001100,Obesity
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,,,2.6,3.2,"2,637","(32.3665228128, -90.1634025553)",HLTHOUT,KIDNEY,2836000,28049000301,Chronic Kidney Disease
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010301,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,43.7,,,42,45.5,"3,284","(32.3659087039, -90.261172434)",HLTHOUT,HIGHCHOL,2836000,28049010301,High Cholesterol
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000600,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,72,,,66.8,77,"3,442","(32.3500168004, -90.2038372112)",PREVENT,MAMMOUSE,2836000,28049000600,Mammography
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003500,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.3,,,11.6,13.2,"3,931","(32.2626920049, -90.2228454457)",HLTHOUT,DIABETES,2836000,28049003500,Diabetes
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011101,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.2,,,23.8,26.5,"2,827","(32.2470923241, -90.2706288247)",HLTHOUT,ARTHRITIS,2836000,28049011101,Arthritis
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010808,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,62.2,,,57.3,66.3,"4,494","(32.2679492554, -90.297683472)",PREVENT,COLON_SCREEN,2836000,28049010808,Colorectal Cancer Screening
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010102,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,69.9,,,67.7,72.3,"5,673","(32.3914073435, -90.1326233954)",PREVENT,CHOLSCREEN,2836000,28049010102,Cholesterol Screening
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.2,,,4.9,5.5,"4,565","(32.3034428694, -90.2303837936)",HLTHOUT,CANCER,2836000,28049002400,Cancer (except skin)
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010203,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,79.8,,,75.9,83.1,"2,892","(32.3777863053, -90.2193404986)",PREVENT,PAPTEST,2836000,28049010203,Pap Smear Test
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010901,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,26.3,,,22.3,30.3,"2,764","(32.3245803396, -90.2730968105)",PREVENT,COREW,2836000,28049010901,Core preventive services for older women
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001400,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.7,,,6,7.6,"3,076","(32.3400347421, -90.1387066293)",HLTHOUT,CHD,2836000,28049001400,Coronary Heart Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000200,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.5,,,7.8,9.3,"5,395","(32.3604779334, -90.1295873326)",HLTHOUT,DIABETES,2836000,28049000200,Diabetes
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010902,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,22.5,,,18.6,26.9,"1,819","(32.3020333386, -90.2663131694)",PREVENT,COREW,2836000,28049010902,Core preventive services for older women
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000700,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,,,4.9,6,"5,710","(32.3422170976, -90.2571613241)",HLTHOUT,CHD,2836000,28049000700,Coronary Heart Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010901,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.7,,,22.2,29.4,"2,764","(32.3245803396, -90.2730968105)",UNHBEH,CSMOKING,2836000,28049010901,Current Smoking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010902,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,27.4,,,22.6,32.5,"1,819","(32.3020333386, -90.2663131694)",PREVENT,COREM,2836000,28049010902,Core preventive services for older men
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011103,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.2,,,16.4,21.8,"1,171","(32.2289509142, -90.2151651714)",UNHBEH,CSMOKING,2836000,28049011103,Current Smoking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001400,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.4,,,9,9.9,"3,076","(32.3400347421, -90.1387066293)",HLTHOUT,CANCER,2836000,28049001400,Cancer (except skin)
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001500,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76.5,,,72.9,79.6,"3,264","(32.3195456692, -90.1687404216)",PREVENT,DENTAL,2836000,28049001500,Dental Visit
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002700,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,,,9.6,10.8,"1,377","(32.2960209234, -90.1767733078)",HLTHOUT,CASTHMA,2836000,28049002700,Current Asthma
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010101,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.4,,,13.9,14.9,"6,121","(32.3885604745, -90.1001598448)",UNHBEH,BINGE,2836000,28049010101,Binge Drinking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003600,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,71.1,,,67.1,74.7,"3,952","(32.2631259622, -90.2457588861)",PREVENT,MAMMOUSE,2836000,28049003600,Mammography
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000100,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,40.8,,,35.3,45.6,"4,584","(32.3760966125, -90.1333490224)",PREVENT,COREW,2836000,28049000100,Core preventive services for older women
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011002,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.8,,,11,12.6,"4,390","(32.2610272446, -90.265130469)",HLTHOUT,DIABETES,2836000,28049011002,Diabetes
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000200,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.3,,,17.2,21.8,"5,395","(32.3604779334, -90.1295873326)",UNHBEH,LPA,2836000,28049000200,Physical Inactivity
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002700,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,80.2,,,79.4,80.9,"1,377","(32.2960209234, -90.1767733078)",PREVENT,BPMED,2836000,28049002700,Taking BP Medication
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000600,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,,,4.4,5.5,"3,442","(32.3500168004, -90.2038372112)",HLTHOUT,KIDNEY,2836000,28049000600,Chronic Kidney Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010901,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.2,,,5.6,6.7,"2,764","(32.3245803396, -90.2730968105)",HLTHOUT,CHD,2836000,28049010901,Coronary Heart Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003700,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.4,,,25.3,27.4,"2,926","(32.2505825226, -90.2349934614)",HLTHOUT,ARTHRITIS,2836000,28049003700,Arthritis
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010808,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5,,,4.2,5.9,"4,494","(32.2679492554, -90.297683472)",HLTHOUT,COPD,2836000,28049010808,COPD
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003500,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,60.8,,,57.1,64.2,"3,931","(32.2626920049, -90.2228454457)",PREVENT,CHOLSCREEN,2836000,28049003500,Cholesterol Screening
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002100,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,70.6,,,65,75.6,"3,257","(32.3151937739, -90.2240153221)",PREVENT,MAMMOUSE,2836000,28049002100,Mammography
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000100,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.5,,,3.8,5.5,"4,584","(32.3760966125, -90.1333490224)",HLTHOUT,COPD,2836000,28049000100,COPD
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001900,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,25,,,20.6,29.8,"1,950","(32.3199223985, -90.1980304796)",PREVENT,COREM,2836000,28049001900,Core preventive services for older men
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000200,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.1,,,6.8,7.5,"5,395","(32.3604779334, -90.1295873326)",HLTHOUT,CANCER,2836000,28049000200,Cancer (except skin)
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001200,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.7,,,32.7,41.1,"1,823","(32.341655318, -90.1880337023)",PREVENT,DENTAL,2836000,28049001200,Dental Visit
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002700,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.4,,,43.3,45.4,"1,377","(32.2960209234, -90.1767733078)",HLTHOUT,BPHIGH,2836000,28049002700,High Blood Pressure
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010901,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,72.8,,,68.2,76.7,"2,764","(32.3245803396, -90.2730968105)",PREVENT,MAMMOUSE,2836000,28049010901,Mammography
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001300,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.6,,,2.5,2.8,"4,143","(32.3380096287, -90.1721630218)",HLTHOUT,KIDNEY,2836000,28049001300,Chronic Kidney Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18,,,16.5,19.7,"4,565","(32.3034428694, -90.2303837936)",HLTHOUT,DIABETES,2836000,28049002400,Diabetes
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,18.1,,,14.3,22.3,77,"(32.3891051587, -90.2686162692)",PREVENT,ACCESS2,2836000,28049010500,Health Insurance
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000100,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,10.7,,,8.8,12.9,"4,584","(32.3760966125, -90.1333490224)",PREVENT,ACCESS2,2836000,28049000100,Health Insurance
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.2,,,39,43.2,"2,637","(32.3665228128, -90.1634025553)",HLTHOUT,BPHIGH,2836000,28049000301,High Blood Pressure
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003400,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,62.6,,,59,65.8,"3,832","(32.2808856068, -90.2219754256)",PREVENT,CHOLSCREEN,2836000,28049003400,Cholesterol Screening
2014,MS,Mississippi,Jackson,City,BRFSS,Unhealthy Behaviors,2836000,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,33,,,32.5,33.5,"173,514","(32.31627222, -90.2124528561)",UNHBEH,LPA,2836000,,Physical Inactivity
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000900,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,40.4,,,28.9,51.6,"2,015","(32.3436482912, -90.2098240871)",HLTHOUT,TEETHLOST,2836000,28049000900,Teeth Loss
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000302,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.8,,,12.1,13.5,"4,050","(32.3700798374, -90.1547605542)",UNHBEH,BINGE,2836000,28049000302,Binge Drinking
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003000,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,67.5,,,65.5,69.4,"2,104","(32.2795847495, -90.2022037077)",PREVENT,CHOLSCREEN,2836000,28049003000,Cholesterol Screening
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001400,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.7,,,2.4,3.1,"3,076","(32.3400347421, -90.1387066293)",HLTHOUT,STROKE,2836000,28049001400,Stroke
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002500,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.2,,,15.6,18.8,"2,388","(32.308201226, -90.2084021164)",HLTHOUT,PHLTH,2836000,28049002500,Physical Health
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,51.3,,,49.7,52.7,"1,819","(32.3020333386, -90.2663131694)",HLTHOUT,BPHIGH,2836000,28049010902,High Blood Pressure
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011400,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.6,,,27.4,35.7,"1,272","(32.3113779365, -90.1880062695)",UNHBEH,CSMOKING,2836000,28049011400,Current Smoking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.6,,,9.9,11.3,"5,673","(32.3914073435, -90.1326233954)",HLTHOUT,DIABETES,2836000,28049010102,Diabetes
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000100,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.8,,,69,75.9,"4,584","(32.3760966125, -90.1333490224)",PREVENT,DENTAL,2836000,28049000100,Dental Visit
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003000,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.1,,,9.2,10.9,"2,104","(32.2795847495, -90.2022037077)",HLTHOUT,COPD,2836000,28049003000,COPD
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000100,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,81.6,,,80.8,82.4,"4,584","(32.3760966125, -90.1333490224)",PREVENT,BPMED,2836000,28049000100,Taking BP Medication
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,7.2,,,5.4,9.1,"3,076","(32.3400347421, -90.1387066293)",PREVENT,ACCESS2,2836000,28049001400,Health Insurance
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001400,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,73.2,,,69.5,75.9,"3,076","(32.3400347421, -90.1387066293)",PREVENT,COLON_SCREEN,2836000,28049001400,Colorectal Cancer Screening
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011002,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.6,,,19.6,28,"4,390","(32.2610272446, -90.265130469)",PREVENT,ACCESS2,2836000,28049011002,Health Insurance
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010809,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,66.3,,,60.7,70.4,"2,093","(32.2562304412, -90.3139868721)",PREVENT,COLON_SCREEN,2836000,28049010809,Colorectal Cancer Screening
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003600,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.3,,,38.8,48.4,"3,952","(32.2631259622, -90.2457588861)",PREVENT,DENTAL,2836000,28049003600,Dental Visit
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001600,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,75.4,,,72.5,77.7,"3,886","(32.3149024406, -90.1794376322)",PREVENT,MAMMOUSE,2836000,28049001600,Mammography
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010808,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,17.8,,,13.1,23.1,"4,494","(32.2679492554, -90.297683472)",HLTHOUT,TEETHLOST,2836000,28049010808,Teeth Loss
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003800,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3,,,2.7,3.2,"3,019","(32.245231086, -90.2219378426)",HLTHOUT,KIDNEY,2836000,28049003800,Chronic Kidney Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000500,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.2,,,21.8,28.8,"6,041","(32.3607883236, -90.1824183353)",UNHBEH,CSMOKING,2836000,28049000500,Current Smoking
2014,MS,Mississippi,Jackson,City,BRFSS,Health Outcomes,2836000,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.1,,,14.9,15.3,"173,514","(32.31627222, -90.2124528561)",HLTHOUT,DIABETES,2836000,,Diabetes
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003600,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,80.6,,,77.7,83.3,"3,952","(32.2631259622, -90.2457588861)",PREVENT,PAPTEST,2836000,28049003600,Pap Smear Test
