TractFIPS,HOLC_Grade,HOLC_Pct,Year,MeasureId,Short_Question_Text,Measure,Data_Value
28049000301,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.2
28049000302,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.9
28049000400,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.9
28049000500,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,82.1
28049000600,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,83.1
28049000700,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80.2
28049000800,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80.3
28049000900,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,82.6
28049001000,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,82.3
28049001000,D,50.44,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,82.3
28049001100,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,82.5
28049001200,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80.8
28049001200,D,38.05,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80.8
28049001300,A,31.21,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,76.3
28049001300,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,76.3
28049001400,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,79.1
28049001500,A,59.24,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,72.8
28049001500,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,72.8
28049001600,B,57.35,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,73.7
28049001600,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,73.7
28049001900,C,41.85,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,81.2
28049001900,D,56.53,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,81.2
28049002000,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,81
28049002100,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80
28049002200,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,79.1
28049002300,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.3
28049002400,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,81.6
28049002500,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80.1
28049002500,B,53.06,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80.1
28049002700,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,76.6
28049003000,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.4
28049003000,C,31.84,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.4
28049003200,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,79.6
28049003200,D,34.52,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,79.6
28049003300,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.2
28049003400,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,76.3
28049003500,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,76.8
28049003600,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.1
28049003700,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.4
28049003800,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,76.4
28049010101,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.5
28049010102,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.8
28049010201,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80.2
28049010202,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,83.5
28049010203,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,81.5
28049010301,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,82.7
28049010500,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.6
28049000600,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,75.8
28049010801,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.7
28049010808,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,81
28049010809,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,81.7
28049010901,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,79.2
28049010902,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,79.9
28049011001,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.8
28049011002,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,79.3
28049011101,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80.1
28049011102,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,79.9
28049011103,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.3
28049011400,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80
28049011400,D,78.1,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,80
28049011500,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.4
28049011500,D,90.7,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.4
28089030105,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.8
28121020207,No grade,NA,2015,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,NA
28049000100,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,82.4
28049000200,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,81.5
28049000301,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,63
28049000302,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,69.5
28049000400,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,76.3
28049000500,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,74.4
28049000700,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,69.8
28049000800,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,66.5
28049000900,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,73.2
28049001000,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,73.1
28049001000,D,50.44,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,73.1
28049001100,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,73.1
28049001200,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,69.5
28049001200,D,38.05,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,69.5
28049001300,A,31.21,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,76.5
28049001300,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,76.5
28049001400,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,86.1
28049001500,A,59.24,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,74.1
28049001500,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,74.1
28049001600,B,57.35,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,61.5
28049001600,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,61.5
28049001900,C,41.85,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,71.5
28049001900,D,56.53,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,71.5
28049002000,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,69
28049002100,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,68.9
28049002200,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,65.2
28049002300,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,63.1
28049002400,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,72.2
28049002500,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,69.3
28049002500,B,53.06,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,69.3
28049002700,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,68.6
28049003000,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,65.4
28049003000,C,31.84,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,65.4
28049003200,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,63.3
28049003200,D,34.52,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,63.3
28049003300,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,65.8
28049003400,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,60.2
28049003500,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,62.7
28049003600,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,68.4
28049003700,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,67
28049003800,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,66.2
28049010101,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,75.4
28049010102,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,74
28049010201,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,69.7
28049010202,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,79.5
28049010203,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,72.7
28049010301,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,75
28049010500,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,76.7
28049010801,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,61.9
28049010808,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,76.4
28049010809,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,79.7
28049010901,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,70
28049010902,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,69.7
28049011001,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,67.6
28049011002,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,71.1
28049011101,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,75.7
28049011102,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,78.2
28049011103,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,74.8
28049011400,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,67.9
28049011400,D,78.1,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,67.9
28049011500,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,51.1
28049011500,D,90.7,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,51.1
28089030105,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,46.1
28121020207,No grade,NA,2015,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,NA
28049002200,No grade,NA,2015,STROKE,Stroke,Stroke among adults aged >=18 Years,8
28049001200,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10
28049001200,D,38.05,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10
28049000100,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,4.2
28049000200,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,4.3
28049000301,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.2
28049000302,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.1
28049000400,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.9
28049000500,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.5
28049000600,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,8.4
28049000700,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.7
28049000800,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10.6
28049000900,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10.1
28049001000,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.8
28049001000,D,50.44,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.8
28049001100,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,13.1
28049001300,A,31.21,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.2
28049001300,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.2
28049001400,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,3.9
28049001500,A,59.24,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,3
28049001500,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,3
28049001600,B,57.35,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.6
28049001600,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.6
28049001900,C,41.85,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.5
28049001900,D,56.53,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.5
28049002000,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,11.5
28049002100,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,8.5
28049002200,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,11.1
28049002300,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.1
28049002400,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.2
28049002500,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.8
28049002500,B,53.06,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.8
28049002700,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.8
28049003000,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.4
28049003000,C,31.84,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.4
28049003200,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.7
28049003200,D,34.52,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.7
28049003300,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.3
28049003400,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.5
28049003500,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.9
28049003600,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.5
28049003700,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.5
28049003800,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7
28049010101,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5
28049010102,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.3
28049010201,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.2
28049010202,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.5
28049010203,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.6
28049010301,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,8.2
28049010500,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.6
28049010801,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10.3
28049010808,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,4.6
28049010809,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,3.5
28049010901,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.1
28049010902,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10.1
28049011001,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,7.5
28049011002,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.5
28049011101,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,4.9
28049011102,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5
28049011103,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,4.1
28049011400,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,11.2
28049011400,D,78.1,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,11.2
28049011500,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5
28049011500,D,90.7,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5
28089030105,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,2.3
28121020207,No grade,NA,2015,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,NA
28049002100,No grade,NA,2015,OBESITY,Obesity,Obesity among adults aged >=18 Years,45.9
28049000700,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,26.1
28049000600,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,22.9
28049001100,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,30.1
28049002200,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,33.6
28049002300,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,32.5
28049000800,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,31.7
28049000900,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,26.4
28049001400,No grade,NA,2015,OBESITY,Obesity,Obesity among adults aged >=18 Years,22.1
28049001000,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,26.2
28049001000,D,50.44,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,26.2
28049001500,A,59.24,2015,OBESITY,Obesity,Obesity among adults aged >=18 Years,22.2
28049001500,No grade,NA,2015,OBESITY,Obesity,Obesity among adults aged >=18 Years,22.2
28049000100,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,12.5
28049000200,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,12.6
28049000301,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,28.6
28049000302,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,22.5
28049000400,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,18.2
28049000500,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,24
28049001200,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,29.9
28049001200,D,38.05,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,29.9
28049001300,A,31.21,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,16.3
28049001300,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,16.3
28049001400,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,9
28049001500,A,59.24,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,11.4
28049001500,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,11.4
28049001600,B,57.35,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,22.8
28049001600,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,22.8
28049001900,C,41.85,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,27.7
28049001900,D,56.53,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,27.7
28049002000,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,31.4
28049002100,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,28.6
28049002400,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,23.7
28049002500,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,27.5
28049002500,B,53.06,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,27.5
28049002700,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,27.9
28049003000,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,31.5
28049003000,C,31.84,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,31.5
28049003200,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,24
28049003200,D,34.52,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,24
28049003300,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,28.8
28049003400,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,34
28049003500,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,29.7
28049003600,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,26.8
28049003700,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,28.6
28049003800,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,27.4
28049010101,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,16.6
28049010102,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,18.1
28049010201,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,23.8
28049010202,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,17.7
28049010203,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,24.6
28049010301,No grade,NA,2015,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,24.1
