StateAbbr,Year,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,Geolocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011103,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,34.3,30.4,38.6,,,"1,171",POINT (-90.2151651714 32.2289509142),PREVENT,COREW,2836000,28049011103,Core preventive services for older women
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001100,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.8,10.6,13,,,"1,827",POINT (-90.1955300324 32.3294454095),HLTHOUT,STROKE,2836000,28049001100,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002100,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.1,78.9,81.1,,,"3,257",POINT (-90.2240153221 32.3151937739),PREVENT,CHECKUP,2836000,28049002100,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000800,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87,84.9,89,,,"4,483",POINT (-90.2268185213 32.3401797646),PREVENT,PAPTEST,2836000,28049000800,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011001,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,78.7,77.8,79.7,,,"5,718",POINT (-90.2675496365 32.2820671233),PREVENT,CHECKUP,2836000,28049011001,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003000,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,77,74.2,79.5,,,"2,104",POINT (-90.2022037077 32.2795847495),PREVENT,MAMMOUSE,2836000,28049003000,Mammography
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011102,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.7,12.3,13.2,,,"5,056",POINT (-90.2603643583 32.2251402127),UNHBEH,BINGE,2836000,28049011102,Binge Drinking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000100,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,44.3,37.7,50.6,,,"4,584",POINT (-90.1333490224 32.3760966125),PREVENT,COREM,2836000,28049000100,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003600,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17,15.2,18.7,,,"3,952",POINT (-90.2457588861 32.2631259622),HLTHOUT,MHLTH,2836000,28049003600,Mental Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001500,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7,6.2,8,,,"3,264",POINT (-90.1687404216 32.3195456692),HLTHOUT,PHLTH,2836000,28049001500,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010101,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,65.1,61.7,68.2,,,"6,121",POINT (-90.1001598448 32.3885604745),PREVENT,COLON_SCREEN,2836000,28049010101,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010201,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80.6,77.2,83.4,,,"3,250",POINT (-90.161721287 32.3857261753),PREVENT,MAMMOUSE,2836000,28049010201,Mammography
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011103,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.2,10.9,13.4,,,"1,171",POINT (-90.2151651714 32.2289509142),HLTHOUT,MHLTH,2836000,28049011103,Mental Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010101,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,66.5,62.7,69.9,,,"6,121",POINT (-90.1001598448 32.3885604745),PREVENT,DENTAL,2836000,28049010101,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000900,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,52.1,47,56.9,,,"2,015",POINT (-90.2098240871 32.3436482912),PREVENT,COLON_SCREEN,2836000,28049000900,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010301,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80.2,75.9,83.8,,,"3,284",POINT (-90.261172434 32.3659087039),PREVENT,MAMMOUSE,2836000,28049010301,Mammography
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011102,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18,16.1,20,,,"5,056",POINT (-90.2603643583 32.2251402127),UNHBEH,CSMOKING,2836000,28049011102,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011102,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,24.2,28.4,,,"5,056",POINT (-90.2603643583 32.2251402127),UNHBEH,LPA,2836000,28049011102,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003700,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,30.5,25,36.3,,,"2,926",POINT (-90.2349934614 32.2505825226),PREVENT,COREM,2836000,28049003700,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001000,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.4,40.1,48.6,,,"1,509",POINT (-90.2089575618 32.3305746651),UNHBEH,LPA,2836000,28049001000,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000302,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,89.6,87.5,91.5,,,"4,050",POINT (-90.1547605542 32.3700798374),PREVENT,PAPTEST,2836000,28049000302,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011400,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.5,31.4,41.8,,,"1,272",POINT (-90.1880062695 32.3113779365),PREVENT,DENTAL,2836000,28049011400,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001500,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.8,26.2,29.8,,,"3,264",POINT (-90.1687404216 32.3195456692),UNHBEH,SLEEP,2836000,28049001500,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010101,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,4.9,6,,,"6,121",POINT (-90.1001598448 32.3885604745),HLTHOUT,CHD,2836000,28049010101,Coronary Heart Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002100,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.8,8.4,11.4,,,"3,257",POINT (-90.2240153221 32.3151937739),HLTHOUT,COPD,2836000,28049002100,COPD
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001300,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,66.6,63.6,69.4,,,"4,143",POINT (-90.1721630218 32.3380096287),PREVENT,DENTAL,2836000,28049001300,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010101,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40,32.8,47.1,,,"6,121",POINT (-90.1001598448 32.3885604745),PREVENT,COREM,2836000,28049010101,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000400,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,60.2,57.4,62.6,,,"3,373",POINT (-90.1641486204 32.3541845971),PREVENT,COLON_SCREEN,2836000,28049000400,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28089030105,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.3,21.9,33.6,,,622,POINT (-90.1578816308 32.4055231258),UNHBEH,OBESITY,2836000,28089030105,Obesity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000900,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.8,9.2,12.5,,,"2,015",POINT (-90.2098240871 32.3436482912),HLTHOUT,COPD,2836000,28049000900,COPD
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.4,32.9,35.7,,,"1,819",POINT (-90.2663131694 32.3020333386),HLTHOUT,ARTHRITIS,2836000,28049010902,Arthritis
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,30.4,25.1,35.8,,,"3,832",POINT (-90.2219754256 32.2808856068),PREVENT,ACCESS2,2836000,28049003400,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010102,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.5,34.8,38.2,,,"5,673",POINT (-90.1326233954 32.3914073435),UNHBEH,SLEEP,2836000,28049010102,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003000,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.6,18.4,21,,,"2,104",POINT (-90.2022037077 32.2795847495),HLTHOUT,PHLTH,2836000,28049003000,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000400,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.8,29.3,38.1,,,"3,373",POINT (-90.1641486204 32.3541845971),PREVENT,COREM,2836000,28049000400,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010301,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,5.7,7.4,,,"3,284",POINT (-90.261172434 32.3659087039),HLTHOUT,STROKE,2836000,28049010301,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,17.7,15.3,19.9,,,"3,373",POINT (-90.1641486204 32.3541845971),PREVENT,ACCESS2,2836000,28049000400,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.4,13.8,17.1,,,"3,250",POINT (-90.161721287 32.3857261753),HLTHOUT,PHLTH,2836000,28049010201,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.7,10.8,12.6,,,"2,637",POINT (-90.1634025553 32.3665228128),HLTHOUT,DIABETES,2836000,28049000301,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001300,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,64.2,61.3,66.9,,,"4,143",POINT (-90.1721630218 32.3380096287),PREVENT,COLON_SCREEN,2836000,28049001300,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001400,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.1,7.4,8.9,,,"3,076",POINT (-90.1387066293 32.3400347421),HLTHOUT,DIABETES,2836000,28049001400,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010801,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.2,44.3,47.8,,,"1,604",POINT (-90.2991097228 32.3096172571),UNHBEH,SLEEP,2836000,28049010801,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000600,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.9,32.9,36.8,,,"3,442",POINT (-90.2038372112 32.3500168004),HLTHOUT,ARTHRITIS,2836000,28049000600,Arthritis
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002500,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.3,79.5,81.2,,,"2,388",POINT (-90.2084021164 32.308201226),PREVENT,CHECKUP,2836000,28049002500,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003800,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.2,34.3,40.4,,,"3,019",POINT (-90.2219378426 32.245231086),UNHBEH,LPA,2836000,28049003800,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001400,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,24,26.8,,,"3,076",POINT (-90.1387066293 32.3400347421),UNHBEH,SLEEP,2836000,28049001400,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003000,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.9,27.9,32.2,,,"2,104",POINT (-90.2022037077 32.2795847495),UNHBEH,CSMOKING,2836000,28049003000,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.5,26.3,28.8,,,"3,250",POINT (-90.161721287 32.3857261753),HLTHOUT,ARTHRITIS,2836000,28049010201,Arthritis
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000500,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,5.3,5.8,,,"6,041",POINT (-90.1824183353 32.3607883236),HLTHOUT,CANCER,2836000,28049000500,Cancer (except skin)
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002300,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,42.5,38.1,47,,,"2,518",POINT (-90.2454096274 32.3146727051),UNHBEH,LPA,2836000,28049002300,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001900,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,50.3,46.2,54.6,,,"1,950",POINT (-90.1980304796 32.3199223985),PREVENT,COLON_SCREEN,2836000,28049001900,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001600,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,73.4,72.2,74.5,,,"3,886",POINT (-90.1794376322 32.3149024406),PREVENT,CHECKUP,2836000,28049001600,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003500,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.3,17,21.6,,,"3,931",POINT (-90.2228454457 32.2626920049),HLTHOUT,MHLTH,2836000,28049003500,Mental Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001500,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,5.1,6,,,"3,264",POINT (-90.1687404216 32.3195456692),HLTHOUT,DIABETES,2836000,28049001500,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002200,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.9,17.8,22,,,"2,450",POINT (-90.2352663163 32.3230862923),HLTHOUT,MHLTH,2836000,28049002200,Mental Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002500,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80,77.1,82.7,,,"2,388",POINT (-90.2084021164 32.308201226),PREVENT,MAMMOUSE,2836000,28049002500,Mammography
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001000,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.5,34.6,44.2,,,"1,509",POINT (-90.2089575618 32.3305746651),PREVENT,DENTAL,2836000,28049001000,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010301,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.2,18.6,25.8,,,"3,284",POINT (-90.261172434 32.3659087039),UNHBEH,CSMOKING,2836000,28049010301,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010901,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.2,6.3,8.3,,,"2,764",POINT (-90.2730968105 32.3245803396),HLTHOUT,COPD,2836000,28049010901,COPD
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001900,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.5,42.9,45.9,,,"1,950",POINT (-90.1980304796 32.3199223985),UNHBEH,SLEEP,2836000,28049001900,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010201,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80,79,81,,,"3,250",POINT (-90.161721287 32.3857261753),PREVENT,CHECKUP,2836000,28049010201,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002000,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,10.8,12.5,,,"1,047",POINT (-90.2062608176 32.3197192007),HLTHOUT,CASTHMA,2836000,28049002000,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011101,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,4.5,4.9,,,"2,827",POINT (-90.2706288247 32.2470923241),HLTHOUT,CANCER,2836000,28049011101,Cancer (except skin)
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000800,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,43,32.8,53.1,,,"4,483",POINT (-90.2268185213 32.3401797646),HLTHOUT,TEETHLOST,2836000,28049000800,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010102,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,62.3,58.5,66.4,,,"5,673",POINT (-90.1326233954 32.3914073435),PREVENT,DENTAL,2836000,28049010102,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001300,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.1,2.8,3.5,,,"4,143",POINT (-90.1721630218 32.3380096287),HLTHOUT,STROKE,2836000,28049001300,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002100,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,28.2,23.8,33.1,,,"3,257",POINT (-90.2240153221 32.3151937739),PREVENT,ACCESS2,2836000,28049002100,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011102,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,16.4,14.1,18.5,,,"5,056",POINT (-90.2603643583 32.2251402127),PREVENT,ACCESS2,2836000,28049011102,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,39.7,30.8,48.6,,,"1,047",POINT (-90.2062608176 32.3197192007),HLTHOUT,TEETHLOST,2836000,28049002000,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001100,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,23.3,27.6,,,"1,827",POINT (-90.1955300324 32.3294454095),HLTHOUT,PHLTH,2836000,28049001100,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001600,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.1,26.5,31.9,,,"3,886",POINT (-90.1794376322 32.3149024406),UNHBEH,LPA,2836000,28049001600,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011101,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,59.2,54.9,63.4,,,"2,827",POINT (-90.2706288247 32.2470923241),PREVENT,DENTAL,2836000,28049011101,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003700,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,23.6,19.8,27.5,,,"2,926",POINT (-90.2349934614 32.2505825226),PREVENT,COREW,2836000,28049003700,Core preventive services for older women
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28089030105,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,20.4,10.1,33.2,,,622,POINT (-90.1578816308 32.4055231258),PREVENT,ACCESS2,2836000,28089030105,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001300,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.2,14.2,18.2,,,"4,143",POINT (-90.1721630218 32.3380096287),UNHBEH,CSMOKING,2836000,28049001300,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010102,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,89.2,87.4,90.9,,,"5,673",POINT (-90.1326233954 32.3914073435),PREVENT,PAPTEST,2836000,28049010102,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003300,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,26.8,21.7,31.6,,,"6,508",POINT (-90.2392578521 32.2812612493),PREVENT,COREM,2836000,28049003300,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000500,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,58.8,54.3,63,,,"6,041",POINT (-90.1824183353 32.3607883236),PREVENT,COLON_SCREEN,2836000,28049000500,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003600,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,3.8,4.6,,,"3,952",POINT (-90.2457588861 32.2631259622),HLTHOUT,STROKE,2836000,28049003600,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011500,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.7,11.6,13.7,,,"3,581",POINT (-90.2068443548 32.2952059785),UNHBEH,BINGE,2836000,28049011500,Binge Drinking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011400,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8,7,9.1,,,"1,272",POINT (-90.1880062695 32.3113779365),HLTHOUT,STROKE,2836000,28049011400,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011101,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.7,10.9,12.6,,,"2,827",POINT (-90.2706288247 32.2470923241),HLTHOUT,DIABETES,2836000,28049011101,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000900,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.2,10,12.5,,,"2,015",POINT (-90.2098240871 32.3436482912),HLTHOUT,CHD,2836000,28049000900,Coronary Heart Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011001,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,4.8,5.8,,,"5,718",POINT (-90.2675496365 32.2820671233),HLTHOUT,STROKE,2836000,28049011001,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001100,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,46.9,43,51.1,,,"1,827",POINT (-90.1955300324 32.3294454095),PREVENT,COLON_SCREEN,2836000,28049001100,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001200,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.3,33.8,36.8,,,"1,823",POINT (-90.1880337023 32.341655318),HLTHOUT,ARTHRITIS,2836000,28049001200,Arthritis
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001900,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.3,10.4,12.2,,,"1,950",POINT (-90.1980304796 32.3199223985),HLTHOUT,CASTHMA,2836000,28049001900,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,4.9,6,,,"5,673",POINT (-90.1326233954 32.3914073435),HLTHOUT,CHD,2836000,28049010102,Coronary Heart Disease
